MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3503_6,0.279877261,0.410368217,0.279554264,2.238210594,4.060077519,0.203649871,0.18620801,5.082848837,0.191860465,1.31879845,0.359334625,0.315083979,0.294896641,0.252260982,0.830749354,0.956718346,1.660529716,1.289405685,0.365794574,0.622416021,0.240310078,0.359496124,0.154877261,1.080749354,1.932170543,1.017926357,0.213501292,0.227228682,0.580587855,0.128068475,0.342054264,2.12629199,0.455103359,0.470607235,0.498062016,0.810562016,0.611595607,0.409399225,0.586401809,0.381621447,0.372900517,0.438145995,0.465439276,0.170391316,0.908236796,0.148955578,1.588160175,0.25412752,0.262701815,1.292894281,0.202681748,0.182249384,0.201222293,0.120496215,0.144850862,0.196205418,0.184529782,0.11748609,0.271823406,0.133357658,0.445680927,0.250661315,1.470491654,2.219374259,0.151692055,1.264617349,0.745598832,0.206786464,0.17476968,0.148134635,0.120496215,0.134908328,0.469214631,0.172580498,,0.224938429,0.802243911,Control,Memantine,S/C,c-SC-m
3415_3,0.637424335,0.852881832,0.400561453,2.968155101,5.350820247,0.208790245,0.173260812,3.814545136,0.222300202,1.741731731,0.989999123,0.328976226,0.397929643,0.26379507,1.092288797,1.094043337,1.91595754,1.952539696,0.454074919,0.793753838,0.533204667,0.352048425,0.172558996,1.965786472,3.434248618,1.541801912,0.251951926,0.345907536,0.881393105,0.165277656,0.443459953,2.609614878,0.342398456,0.493902974,0.410913238,0.812790596,0.564698658,0.441179051,0.640231599,0.374331082,0.29967541,0.445214492,0.252302834,0.241041688,1.059452912,0.175229636,1.654840012,0.317856061,0.561875442,2.182446755,0.135914,0.167507823,0.192237812,0.134803674,0.181033613,0.202533562,0.20429999,0.12955486,0.270061573,0.153628747,0.506308671,0.3497527,1.716362168,2.437317049,0.156000808,1.226102756,0.994145554,0.247955991,0.14232361,0.130261431,0.134803674,0.147673362,0.462501262,0.116432825,0.16059352,0.142878773,1.571868376,Control,Memantine,C/S,c-CS-m
293_1,0.364727273,0.649212121,0.333575758,2.670424242,4.657333333,0.263272727,0.201575758,4.537090909,0.26230303,1.492121212,0.382060606,0.36169697,0.336484848,0.31030303,0.991515152,1.03369697,1.875757576,1.083878788,0.505575758,0.752848485,0.267393939,0.376363636,0.189818182,1.607272727,3.026666667,1.124121212,0.256,0.291757576,0.779151515,0.176242424,0.462060606,2.876242424,1.466666667,0.465575758,0.456,0.926787879,0.608121212,0.410787879,0.596363636,0.378424242,0.390060606,0.498787879,0.382424242,0.188157278,1.010047558,0.152655905,1.631723491,0.292651886,0.499229687,1.34958805,0.679683837,0.156473977,0.184674124,0.13530712,0.177171947,0.215687588,0.351329627,0.117824369,0.196463259,0.120771652,0.529439346,0.279724027,1.711434122,2.438743385,0.145957532,1.439279255,0.717060754,0.186951571,0.129613504,0.095384821,0.13530712,0.099403845,0.48938308,0.400227745,0.139862014,0.284144953,1.19827182,Ts65Dn,Memantine,S/C,t-SC-m
361_3,0.51733308,0.742805585,0.414949188,2.887263748,5.376958875,0.218159369,0.180833887,3.656472599,0.243992782,1.566720486,0.815936936,0.354829518,0.424541742,0.270206097,1.024028873,1.061069427,1.922404787,2.633108557,0.439073036,0.772722956,0.432709659,0.350270681,0.17200114,1.743945294,3.453604331,1.506220914,0.271630734,0.320923165,0.942729604,0.164972932,0.444581632,2.605375629,0.342102764,0.481717162,0.372874917,0.780036091,0.541077025,0.411814987,0.592173996,0.384177035,0.294424922,0.415519043,0.256434609,0.231000669,1.016547805,0.19645643,1.75975039,0.330510363,0.49760419,2.287497214,0.161410742,0.168208157,0.207599733,0.120737687,0.160742144,0.182973033,0.152774682,0.128928014,0.262591932,0.150044573,0.487240918,0.312569646,1.559560954,2.484845108,0.150267439,1.226320481,0.923724092,0.227991977,0.129986628,0.10229552,0.120737687,0.109594384,0.55259639,0.112491643,0.138232672,0.137452641,1.957265433,Ts65Dn,Memantine,C/S,t-CS-m
3502_14,0.257121987,0.458728999,0.335646457,2.477720964,3.80715851,0.434623813,0.23082542,3.73265157,0.302410519,1.632943755,0.309715121,0.493425858,0.356464573,0.438276114,0.893352812,0.837107378,1.752373996,1.414901388,0.542366691,1.006939372,0.407231556,0.563550037,0.258948137,1.205624543,2.289992695,1.215120526,0.314463112,0.396639883,0.88641344,0.26990504,0.393352812,2.247626004,0.822498174,0.562819576,0.563184806,0.953250548,0.811541271,0.482468955,0.810080351,0.437910884,0.402848795,0.505478451,0.471877283,0.178646051,0.895737568,0.164020059,1.777893857,0.306936899,0.330965316,1.188257417,0.17404931,0.195152528,0.172586711,0.128917677,0.177601337,0.166109486,0.203301295,0.127246135,0.182198078,0.110112829,0.578353531,0.297325533,1.521103218,2.272252403,0.191600501,1.447764313,0.849352277,0.228583368,,0.184914333,0.128917677,0.131842875,0.519849561,0.217091517,0.279983285,,1.056414542,Ts65Dn,Memantine,S/C,t-SC-m
3415_4,0.576814539,0.755389999,0.348346314,2.62490123,4.727508748,0.205892313,0.161192008,3.778530308,0.194152839,1.505474659,0.819166949,0.311547579,0.385822328,0.241562253,0.948414042,0.924822215,1.755841517,2.297211875,0.4848177,0.742183091,0.45919404,0.337509877,0.161982165,1.36471385,2.814990405,1.440794672,0.234902359,0.274974602,0.766452196,0.15058133,0.407608082,2.311999097,0.312111977,0.466305452,0.394739813,0.740602777,0.52297099,0.391917824,0.585054747,0.345185687,0.286714076,0.399932272,0.277457952,0.208717885,0.969007234,0.153778997,2.027937141,0.299825393,0.466762285,1.795148416,0.126091295,0.144362684,0.176976802,0.11898229,0.163631828,0.195310551,0.194125717,0.119356448,0.276939386,0.134634572,0.526502869,0.31660015,1.586368172,2.382140185,0.145048641,1.05649788,0.970067348,0.233225243,0.133636817,0.107321028,0.11898229,0.121289598,0.479109504,0.10283113,0.144237965,0.141681217,1.646607633,Control,Memantine,C/S,c-CS-m
3416_1,0.641871921,0.8591133,0.327980296,2.652610837,4.201576355,0.190246305,0.159704433,2.515862069,0.206403941,1.581871921,0.721083744,0.234187192,0.327093596,0.240985222,0.854975369,0.466206897,1.627586207,1.766896552,0.424236453,0.662955665,0.471133005,0.307586207,0.173004926,1.450640394,2.957339901,1.477931034,0.240295567,0.275270936,0.789655172,0.154679803,0.487487685,2.367980296,0.308866995,0.389261084,0.324433498,0.645714286,0.524827586,0.355566502,0.536059113,0.307487685,0.270246305,0.38453202,0.252413793,0.209520168,1.037468935,0.175173644,1.626967438,0.305295355,0.604537055,0.996049194,0.234690626,0.153826547,0.199898044,0.113872427,0.161409546,0.206971261,0.200152934,0.121264258,0.238513987,0.14057223,0.552411903,0.301663162,1.506276684,2.739884025,0.12368572,1.075001593,0.945134773,0.223156822,,0.100235774,0.113872427,0.108264831,0.416937488,0.149047346,,,1.796278596,Ts65Dn,Memantine,C/S,t-CS-m
294_13,0.32083075,0.464352139,0.324550527,2.349349039,3.220396776,0.299132052,0.232796032,4.543397396,0.238065716,1.448233106,0.416305022,0.362058277,0.31184129,0.326100434,0.872907626,0.84283943,1.673279603,1.050526968,0.445753255,0.668939864,0.336019839,0.435213887,0.216986981,0.929634222,1.887476751,1.058276503,0.2699938,0.298822071,0.664910105,0.211407316,0.407625542,1.89150651,0.570985741,0.547737136,0.665530068,0.917854929,0.645691259,0.380347179,0.673279603,0.390266584,0.376937384,0.478611283,0.508369498,0.124644164,0.860512403,0.136234242,1.482309882,0.303782025,0.216958113,0.837942253,0.058153721,0.148840992,0.148027654,0.134607564,0.149654331,0.167547784,0.141927613,0.118137454,0.254575031,0.132777552,0.632980887,0.285685238,1.633387556,2.354412363,0.21553477,1.472549817,0.870475803,0.298291989,,,0.134607564,0.165311102,0.510980073,,0.305815372,0.324725498,1.062830419,Control,Memantine,S/C,c-SC-m
3419_3,0.30691683,0.468636236,0.279473537,2.098151778,3.481937833,0.23466816,0.184122095,5.097871745,0.205404649,1.160179222,0.401008121,0.346821619,0.278213386,0.310977317,0.773032764,0.977597312,1.570848502,1.211005321,0.47283674,0.659059087,0.263231588,0.348781854,0.200364044,1.043965276,2.265051806,1.033604032,0.22458695,0.256370764,0.605712686,0.170120414,0.329459535,2.157938953,0.795855503,0.318958275,0.407308877,0.825399048,0.544245309,0.366844021,0.52100252,0.321618594,0.300896108,0.396947634,0.456174741,0.164709023,0.832532479,0.130094323,1.814379783,0.273358249,0.352820787,0.974372664,0.297027941,0.1478021,0.18170493,0.124577327,0.143886813,0.181971881,0.236785905,0.105979712,0.180904075,0.10873821,0.446253782,0.257163196,1.253603844,2.172094679,0.15972593,1.419113721,0.730912974,0.18686599,,,0.124577327,0.108649226,0.422406122,0.216853533,0.151005517,,0.895977932,Control,Memantine,S/C,c-SC-m
321_2,0.516108108,0.749621622,0.401297297,2.919243243,6.306810811,0.192540541,0.16227027,1.854378378,0.205081081,1.746594595,0.843351351,0.332648649,0.324864865,0.238810811,1.074594595,0.887351351,2.107783784,1.745405405,0.351243243,0.950810811,0.396756757,0.393297297,0.161513514,2.045189189,4.279783784,1.430162162,0.25372973,0.284216216,0.882810811,0.148756757,0.41372973,2.665513514,0.337621622,0.516540541,0.391243243,0.800216216,0.662378378,0.496432432,0.695783784,0.478594595,0.344864865,0.455135135,0.187459459,0.255174471,1.365404116,0.177214435,0.874500447,0.354011333,0.521085595,2.286489711,0.105219207,0.166954966,0.215090963,0.143155383,0.197494781,0.212287504,0.305099911,0.133074858,0.238950194,0.139815091,0.617834775,0.334685356,1.891738741,2.57148822,0.166119893,1.251297346,0.933373099,0.229048613,,0.142558902,0.143155383,,0.600238592,0.125857441,0.187772144,,1.720906651,Control,Memantine,C/S,c-CS-m
3411_5,0.317157215,0.585498923,0.319454415,2.521751615,4.650107681,0.23833453,0.191385499,3.710552764,0.250681981,1.435606604,0.347020818,0.362670495,0.333955492,0.299353912,0.879971285,0.987939698,1.766977746,1.147451543,0.472074659,0.829002154,0.227997128,0.366547021,0.182914573,1.366116296,3.016511127,1.171428571,0.270926059,0.300933238,0.733381192,0.153194544,0.509978464,2.765829146,1.591959799,0.468341709,0.44206748,0.900215363,0.658291457,0.382627423,0.601292175,0.347307968,0.390380474,0.496769562,0.344723618,0.178499638,1.086516041,0.16089089,1.391332315,0.303449385,0.320977728,1.54064485,0.149473346,0.177775991,0.198600949,0.131301761,0.170217898,0.193213798,0.143684168,0.120045027,0.258502854,0.159443596,0.543298223,0.275950792,2.048886387,2.357160087,0.156951033,1.306585189,0.859692852,0.19417866,0.163865884,,0.131301761,0.139101069,0.502211144,,0.21058133,,1.092466029,Ts65Dn,Memantine,S/C,t-SC-m
J1291_4,0.256108877,0.455459326,0.303124033,2.213269409,3.148468914,0.236931642,0.185895453,3.479585524,0.229044231,1.012217754,0.239096814,0.301422827,0.296319208,0.261521806,0.793999381,0.603154964,1.309310238,1.501237241,0.458552428,0.620321683,0.244045778,0.340705227,0.183266316,1.059078255,2.162387875,1.090782555,0.238478194,0.282090937,0.747293535,0.179090628,0.40303124,2.218991649,0.873956078,0.41602227,0.346891432,0.683575626,0.545468605,0.329260749,0.514382926,0.311011444,0.26616146,0.380296938,0.687132694,0.194081476,0.774116065,0.159877018,2.762106072,0.302843966,0.602036895,0.815622598,0.598193697,0.152959262,0.180726364,0.115872406,0.162279016,0.182455803,0.335991545,0.120292083,0.189950038,0.116544965,0.514796311,0.309569562,1.414488855,2.356552652,0.146714066,1.316775557,0.768063028,0.213585703,0.150076864,,0.115872406,,0.332148347,0.316102998,0.154784781,0.23414681,1.429285165,Ts65Dn,Saline,S/C,t-SC-s
3503_4,0.316411451,0.44241012,0.311251664,2.367010652,4.689081225,0.218541944,0.176930759,5.263814913,0.198069241,1.625832224,0.382323569,0.329394141,0.321571238,0.248501997,0.856857523,1.008488682,1.772802929,1.457057257,0.366677763,0.66361518,0.252330226,0.37849534,0.160286285,1.110186418,1.989846871,1.034620506,0.228695073,0.241011984,0.611850866,0.135319574,0.360352863,2.171937417,0.48701731,0.488348868,0.53828229,0.853362184,0.760652463,0.465379494,0.647969374,0.42626498,0.418774967,0.502496671,0.546770972,0.194184283,1.045134243,0.154937115,1.680492374,0.260012488,0.197573811,1.348764606,0.198822585,0.237177772,0.220140933,0.12594773,0.126572117,0.181072161,0.196057444,0.133797164,0.240745696,0.162786549,0.446793328,0.251092677,1.389260548,2.1651057,0.161270181,1.463919365,0.733743645,0.205780037,0.177147444,0.16840603,0.12594773,0.153688342,0.438854696,0.211756311,,0.239853715,0.714387655,Control,Memantine,S/C,c-SC-m
3422_7,0.28783722,0.446959305,0.312071331,2.368998628,3.576131687,0.243484225,0.187014175,3.661865569,0.200731596,1.243484225,0.337219936,0.323273891,0.318930041,0.285322359,0.882487426,0.791495199,1.628257888,1.266575217,0.409007773,0.810699588,0.275491541,0.404663923,0.191358025,1.100365798,2.045038866,0.991540924,0.22953818,0.259259259,0.627343393,0.162322817,0.390946502,1.981024234,0.851851852,0.563328761,0.611111111,0.884087791,0.625971651,0.420667581,0.66255144,0.308870599,0.373342478,0.437128487,0.48696845,0.148683405,0.774035517,0.137783221,1.402571953,0.250336803,0.22988365,1.213349663,0.133251684,0.145866503,0.176852419,0.129210043,0.154807103,0.193508879,0.171586038,0.111328843,0.220820576,0.110838947,0.56301286,0.272627067,1.460257195,2.083404776,0.172198408,1.216778934,0.757501531,0.234782609,0.150765462,0.132639314,0.129210043,0.143539498,0.364849969,0.151745254,0.207225964,0.191304348,0.974770361,Control,Saline,S/C,c-SC-s
3605_2,0.40726419,0.670211297,0.33462229,2.589283248,5.204391659,0.237536252,0.180361828,5.365695346,0.241265019,1.364314321,0.407540395,0.323988399,0.344979975,0.299820467,0.919486259,0.854578097,1.917138517,1.244027068,0.422593564,0.795884546,0.300510979,0.376191134,0.180776136,1.226073747,2.588730838,1.283938683,0.234774202,0.279105096,0.806518437,0.165584864,0.520784422,2.807761359,0.698246099,0.486673111,0.462919486,0.905261704,0.643695622,0.36928601,0.632923629,0.349123049,0.330341113,0.456566773,0.400082861,0.189524099,1.236277938,0.152425118,1.504789418,0.275885662,0.349171355,1.752546754,0.12969439,0.149080128,0.200623385,0.146571385,0.169226091,0.184126501,0.187623537,0.114337844,0.262581724,0.151816938,0.613197506,0.260985252,1.896077239,2.653869545,0.165272921,1.392428159,0.954690588,0.243956211,,,0.146571385,0.121027824,0.43621712,,,0.169074046,1.01185951,Ts65Dn,Memantine,S/C,t-SC-m
3480_9,0.294436052,0.462613293,0.299093656,2.218403827,3.944486405,0.160246727,0.126007049,3.346676737,0.15835851,0.999748238,0.420317221,0.227467271,0.323136959,0.212361531,0.800981873,0.768001007,1.473942598,2.140986908,0.359642497,0.418303122,0.238670695,0.296198389,0.144008056,0.790281974,2.558660624,1.180513595,0.189325277,0.194108761,0.632678751,0.124748238,0.361278953,2.050981873,0.280337362,0.431143001,0.344284995,0.662260826,0.503776435,0.352719033,0.5,0.336983887,0.27051863,0.374370594,0.373867069,0.171337876,0.752167854,0.147956024,1.808996593,0.272220502,0.30682874,1.720733973,0.121244967,0.139516878,0.180164138,0.115438216,0.152291731,0.141684732,0.138045835,0.106689378,0.228863425,0.114199443,0.484670177,0.297150821,1.518349334,2.079436358,0.142691236,0.989393001,0.856689378,0.208423661,0.125348405,0.107308764,0.115438216,0.121399814,0.401594921,0.10514091,0.141917002,0.137736141,1.716630536,Control,Saline,C/S,c-CS-s
