MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3489_8,0.208941087,0.428869104,0.287175601,2.459556734,3.878764918,0.248721349,0.188672097,2.532297784,0.212729684,1.395529456,0.308202311,0.323356696,0.262360296,0.281492707,0.854896761,0.724947907,1.625686683,1.142451222,0.417503315,0.741428301,0.282629286,0.367872703,0.173896571,1.066300436,2.497442697,1.072741049,0.246258761,0.270126918,0.753172949,0.18583065,0.31994696,2.300814548,0.873839742,0.418829324,0.385489676,0.720401591,0.520931995,0.338889941,0.527751468,0.272589506,0.272589506,0.341352529,0.347793143,0.165907456,1.015344042,0.146367778,1.254495325,0.281707025,0.308559099,0.892591705,0.064253177,0.135578998,0.175617358,0.128026852,0.154878926,0.195756413,0.150203788,0.108487173,0.204027811,0.104531287,0.515224167,0.259410213,1.47458643,2.517142172,0.15272117,1.28901942,0.803883961,0.202709182,0.127787101,0.11472069,0.128026852,0.105130664,0.527691201,0.117238072,0.155957804,0.186046512,1.316590746,Control,Saline,S/C,c-SC-s
365_8,0.242337336,0.460835275,0.292704786,2.301666965,3.684531278,0.245563721,0.179422836,4.302921671,0.208460298,1.250403298,0.310808389,0.352213658,0.290553863,0.294855709,0.869152178,0.812690446,1.647786342,1.209356516,0.415486646,0.731493099,0.267252196,0.394156659,0.174045528,1.203441477,2.591503854,1.162036207,0.244846747,0.282846388,0.686502958,0.174762502,0.310808389,1.971141782,0.630937444,0.44111848,0.402939595,0.774870048,0.538985481,0.334468543,0.558523033,0.316006453,0.276214375,0.348628787,0.357590966,0.177795564,1.003887491,0.136176538,1.502972788,0.278756003,0.302538303,0.892522296,0.115138349,0.137548594,0.185799223,0.124399726,0.166819117,0.182597759,0.170706609,0.097301624,0.212325635,0.09638692,0.543905786,0.269380288,1.510404756,2.451177681,0.168305511,1.397896181,0.848387834,0.197804711,0.153555911,,0.124399726,0.109535788,0.486736794,,0.208095129,,1.16327464,Control,Memantine,S/C,c-SC-m
362_13,0.321612903,0.494193548,0.303225806,1.916774194,2.633870968,0.227419355,0.197741935,3.155483871,0.189677419,2.192903226,0.364516129,0.303870968,0.28516129,0.272580645,0.742258065,0.598709677,1.272258065,0.872903226,0.408709677,0.651935484,0.302580645,0.357096774,0.186774194,0.829354839,1.661290323,0.990645161,0.233225806,0.25483871,0.516774194,0.173870968,0.429354839,1.508709677,0.543225806,0.603870968,0.721935484,0.904193548,0.733225806,0.468064516,0.693870968,0.379677419,0.403548387,0.530645161,0.549354839,0.118490967,0.818101311,0.125398512,1.102196245,0.219447396,0.226354942,0.714311017,0.073680482,0.120616366,0.145235565,0.117428268,0.136556854,0.150371945,0.168614949,0.106269926,0.183846971,0.08554729,0.615302869,0.267977329,1.219093163,1.847679773,0.173928445,1.076691463,0.787637265,0.253985122,0.173042862,0.132128941,0.117428268,0.156216791,0.325008856,0.144172866,0.222281261,0.204215374,0.890187744,Control,Memantine,S/C,c-SC-m
3501_3,0.342134093,0.707274321,0.370070114,2.892638037,6.492659947,0.276730938,0.189745837,5.269390885,0.287576687,1.560801928,0.323400526,0.376205083,0.343558282,0.321209465,1.094763365,1.048970202,2.116783523,1.420245399,0.468229623,0.966367222,0.247699387,0.409947415,0.181967572,1.753177038,3.716586328,1.238935145,0.260845749,0.32208589,0.900635408,0.162576687,0.494631902,3.054776512,0.924737073,0.512598598,0.507120947,0.949167397,0.736086766,0.466367222,0.696209465,0.45508326,0.369741455,0.556967572,0.380148992,0.223812622,1.421186491,0.164902112,1.690246643,0.318684569,0.615366416,1.657834033,0.355888094,0.164014905,0.217602177,0.147867747,0.184775537,0.221505885,0.283492045,0.11681552,0.211273437,0.134677944,0.535813568,0.316673567,1.588454486,2.493405098,0.173301,1.590702076,0.85544449,0.236174366,0.132134619,0.12639735,0.147867747,0.106109895,0.496007571,0.243331165,0.190157923,0.202164784,1.006387887,Ts65Dn,Memantine,S/C,t-SC-m
3478_15,0.342437409,0.484998965,0.308090213,2.059797227,3.279329609,0.243534037,0.191806331,2.344506518,0.187875026,1.25946617,0.40306228,0.311607697,0.356093524,0.277881233,0.75067246,0.495137596,1.386095593,2.122905028,0.468032278,0.626319056,0.345954893,0.351748396,0.183322988,0.92696048,2.408441962,1.303331264,0.259673081,0.276432857,0.673908545,0.169459963,0.360645562,1.75315539,0.300020691,0.44589282,0.354024415,0.677426029,0.603558866,0.334367887,0.551003517,0.368508173,0.315952824,0.403889923,0.343058142,0.15547955,0.634459171,0.164172723,2.100185264,0.31509192,0.412141941,1.544677212,0.278466581,0.163602679,0.179278894,0.102180419,0.146501354,0.13367536,0.159897392,0.122416987,0.18825709,0.093059712,0.496365968,0.321504917,1.467151204,1.895396893,0.143651133,1.139803335,0.901239846,0.217329343,0.213196523,0.160039903,0.102180419,0.148924042,0.479692176,0.223599829,0.233718113,0.273763717,1.763146644,Control,Saline,C/S,c-CS-s
322_10,0.346891071,0.47428705,0.296166433,1.983169705,3.674146798,0.239831697,0.193080879,3.471482001,0.184431978,1.148901356,0.528517999,0.333333333,0.290088827,0.269518467,0.736792894,0.697054698,1.465638149,1.033426835,0.384291725,0.615708275,0.315334268,0.381954184,0.176951847,0.893641889,2.422627396,0.988312295,0.252688172,0.251051893,0.634408602,0.179756896,0.384525479,1.691912108,0.316503039,0.502337541,0.469611968,0.771154745,0.66058906,0.38569425,0.587657784,0.467741935,0.359747546,0.471014493,0.201963534,0.162427426,0.87572574,0.155792093,0.830522532,0.319878352,0.340060824,1.076997512,0.092756428,0.158142107,0.167680398,0.140586121,0.156068565,0.165745093,0.188830523,0.132844899,0.247580868,0.13422726,0.623030135,0.303013547,1.614735969,2.175006912,0.170030412,1.34835499,0.801769422,0.227398396,,0.163256843,0.140586121,0.143350843,0.494885264,,,,1.538291402,Control,Memantine,C/S,c-CS-m
3414_1,0.838053341,1.006323893,0.3649528,2.603061131,4.207680323,0.202547887,0.164054624,2.222619375,0.230776281,2.099349281,1.06278068,0.253688938,0.320685547,0.243973971,0.834478966,0.497113005,1.589496838,1.693795252,0.411511319,0.689670974,0.721015489,0.31967739,0.17954358,1.569517001,3.034185684,1.51819265,0.253047383,0.290990743,0.841902667,0.17221153,0.493355329,2.463568875,0.322151957,0.388965264,0.310420676,0.673815416,0.531940244,0.367977271,0.517184493,0.294748419,0.25836312,0.41453579,0.214187517,0.190708361,1.000392289,0.158989016,1.280094149,0.296906523,0.452925353,0.999159381,0.180116566,0.137357095,0.180060525,0.111634163,0.155962789,0.20505492,0.194070836,0.099921542,0.228368079,0.124299484,0.481226182,0.288164089,1.481394306,2.745012329,0.117518494,0.972539789,0.889598745,0.207856983,0.105861914,,0.111634163,,0.400078458,0.112586864,0.107094822,0.123739072,1.829242322,Ts65Dn,Memantine,C/S,t-CS-m
3422_11,0.306425916,0.402018056,0.314391928,2.236590547,3.280403611,0.254381306,0.193839618,3.212161445,0.189591078,1.30456718,0.3181094,0.301646309,0.301911843,0.28173128,0.798725438,0.722251726,1.521508232,1.219330855,0.412639405,0.821295805,0.272172066,0.385023898,0.180828465,1.007966012,1.857408391,0.905204461,0.234997345,0.253053638,0.575942645,0.173659055,0.387944769,1.796601168,0.784121083,0.591343601,0.628252788,0.883165162,0.614445035,0.432288901,0.680031864,0.314126394,0.373074881,0.455921402,0.533457249,0.138316563,0.685194058,0.142948411,1.356652292,0.261779268,0.223287015,1.096310494,0.129052867,0.147101102,0.158441144,0.141830379,0.15317042,0.200447213,0.177128254,0.11994889,0.208912314,0.113560134,0.627375819,0.304743651,1.518128095,2.069797157,0.206356812,1.309535218,0.777671299,0.265293084,0.181440664,0.165947932,0.141830379,0.172176969,0.377256029,0.171058936,0.24133525,0.209391471,0.980674014,Control,Saline,S/C,c-SC-s
3491_12,0.373620945,0.561337066,0.361929853,2.1967726,3.411493496,0.280586201,0.221966079,5.370986333,0.232175202,1.25934464,0.434217026,0.334431088,0.384324057,0.294911905,0.779845217,0.772600033,1.454470608,1.829079532,0.575992096,0.712497942,0.317141446,0.36225918,0.220648773,1.057632142,2.430759098,1.137493825,0.255722048,0.332125803,0.682693891,0.171579121,0.435534332,2.305285691,0.609912728,0.44047423,0.393380537,0.751029145,0.593940392,0.335254405,0.532685658,0.383006751,0.334925078,0.466161699,0.469948954,0.166418704,0.890860786,0.183528162,2.458979809,0.306695005,0.316046759,1.131987248,0.217428268,0.188841658,0.187672689,0.118278427,0.15664187,0.166312434,0.229755579,0.122635494,0.184272051,0.11466525,0.481827843,0.28597237,1.605207226,2.036344315,0.139532412,1.373219979,1.002125399,0.249628055,0.181615303,0.156216791,0.118278427,0.145164718,0.464187035,0.168225292,0.182146652,0.213177471,1.335069075,Ts65Dn,Saline,S/C,t-SC-s
3488_7,0.264035874,0.42941704,0.276053812,2.288071749,3.187264574,0.188878924,0.161255605,2.81058296,0.19264574,4.077488789,0.319282511,0.258116592,0.260807175,0.231928251,0.820807175,0.72735426,1.997488789,0.998923767,0.37793722,0.728251121,0.249147982,0.356950673,0.150313901,1.191210762,1.918565022,0.900269058,0.205919283,0.226188341,0.586008969,0.148878924,0.346547085,2.038026906,0.995874439,0.456860987,0.504932735,0.761793722,0.538834081,0.360538117,0.584753363,0.278026906,0.28573991,0.376860987,0.353004484,0.151866284,0.822805578,0.12766612,1.00369155,0.22826087,0.263330599,0.885972108,0.123359311,0.140894176,0.159967186,0.118539787,0.14704676,0.162735849,0.162223134,0.104901559,0.236259229,0.110438884,0.560397867,0.244770304,1.22159557,2.170016407,0.150943396,1.035787531,0.691447908,0.236464315,0.140484003,0.125307629,0.118539787,0.116283839,0.392842494,0.140689089,0.195754717,0.199138638,0.914581624,Control,Saline,S/C,c-SC-s
3429_2,0.872787758,0.980172987,0.274916833,2.052561544,3.808915502,0.183499667,0.149700599,2.077844311,0.194677312,1.972322023,1.378310047,0.264537591,0.238057219,0.208516301,0.797737858,0.713639388,1.623020625,1.286094478,0.313639388,0.687691284,0.762608117,0.299534265,0.139055223,1.145575516,2.854557552,1.221689953,0.217298736,0.275715236,0.591217565,0.126813041,0.454956753,1.903659348,0.290086494,0.386161011,0.307784431,0.689687292,0.591084498,0.341450432,0.485695276,0.370725216,0.24324684,0.388157019,0.170991351,0.200369202,1.280209215,0.146911776,0.722944389,0.289516191,0.560110761,1.015768018,0.110068456,0.149296208,0.188754711,0.11591416,0.14437351,0.228136297,0.241673717,0.115760326,0.239520037,0.135528036,0.594031228,0.251519114,1.54441966,2.126067226,0.141450658,1.023690485,0.866548727,0.229905392,0.119375433,0.111760634,0.11591416,0.124067379,0.323898162,0.107222521,0.145681101,0.140989155,1.597492501,Ts65Dn,Memantine,C/S,t-CS-m
50810D_3,0.527760449,0.810823456,0.369385527,2.843340611,4.913833437,0.208671241,0.169993762,3.166172801,0.256316282,1.499454148,0.663131628,0.321272614,0.40463194,0.288599501,0.943543356,0.665159077,1.856830942,2.300842171,0.524875234,0.856674984,0.395508422,0.362679351,0.177947598,1.851918278,3.558328135,1.381316282,0.263022458,0.319323144,0.828056769,0.16687461,0.425218341,2.823144105,0.32540549,0.448611978,0.396990019,0.804585153,0.480115409,0.419681847,0.526590767,0.434653774,0.293902059,0.437538989,0.255926388,0.252025245,1.259419744,0.216512811,2.128720799,0.358515448,0.729088169,1.109457423,0.16654107,0.194611907,0.214110776,0.116239638,0.160936323,0.204220045,0.167106255,0.134466843,0.287773173,0.159711756,0.505039563,0.332799548,2.012057272,2.382253203,0.157451017,1.054446119,0.973436323,0.230312735,0.143462698,0.11911266,0.116239638,0.130604748,0.502967219,0.140589676,0.14449887,0.138187641,1.802844763,Control,Saline,C/S,c-CS-s
3503_13,0.290637565,0.333141872,0.268236646,1.838598507,2.613440551,0.193279724,0.180068926,3.245835727,0.184951177,1.33256749,0.303848363,0.270246984,0.261631246,0.242389431,0.6447444,0.748420448,1.208500862,1.141298105,0.338311315,0.512349225,0.249856404,0.38454911,0.170591614,0.7828834,1.209362435,0.724583573,0.211947157,0.215393452,0.403503733,0.140149339,0.317346353,1.270534176,0.39603676,0.518667433,0.585582998,0.800402068,0.851234922,0.431074095,0.651924182,0.424181505,0.44342332,0.536760482,0.557151063,0.173803036,0.886337096,0.149085247,1.391786687,0.252043597,0.130206306,0.994550409,0.165044764,0.279486181,0.179057999,0.12748151,0.13643441,0.156675749,0.194822888,0.105293889,0.210977034,0.135266641,0.554301285,0.289996107,1.457181783,1.9552355,0.204165045,1.47878552,0.714480343,0.228493577,0.282016349,0.219929934,0.12748151,0.194433632,0.409108603,0.250291942,,0.260217984,0.69015181,Control,Memantine,S/C,c-SC-m
